id,hour,day,month,price,temperature,distance,surge_multiplier,humidity
502fd5ec-9743-4fa5-8c55-ce216a9a8b14,23,28,11,19.5,39.35,3.47,1,0.69
e8e096f2-2a6c-4188-955c-5ed2fe7b86b2,9,14,12,11,27.77,3.25,1,0.8
bbb8029a-e45a-4023-95e8-c57f2c943da5,21,17,12,7,40.47,1.3,1,0.71
c7dcb679-005f-4ec3-81d8-16be63a130b6,10,3,12,7.5,48.43,2.04,1,0.94
8f215d47-7470-45a5-aaa1-cb2c1ab8d53c,8,1,12,22.5,32.34,2.8,1,0.81
09e00b54-5982-4f75-8cb0-b02a0996441d,22,27,11,10.5,40.88,2.47,1,0.68
c5b8992c-9cf0-40ef-a9ab-0ff80dbe269b,10,3,12,7,48.43,1.44,1,0.94
455e5ed6-4c24-425f-89b7-c913866d50a4,2,4,12,10.5,45.12,1.79,1,0.63
eb2ceda6-1701-4a21-928d-369ae2790d56,1,27,11,7,43.61,1.74,1,0.94
2e249276-8ed5-4256-9f94-7b2129a8b228,3,17,12,16.5,40.45,2.58,1,0.91
20221251-7e06-4986-b05a-ef45c679647c,16,17,12,7,37.62,3,1,0.88
ddf2b948-6ee0-4f0d-9314-bb87262af0c5,19,2,12,30,49.88,1.71,1,0.93
4fa09678-285f-4f36-9bb2-759260f3a9a6,23,3,12,19.5,47.25,2.36,1,0.57
745cbf29-ab87-4da6-83fa-0566d4997fe3,11,18,12,26,24.71,3.15,1,0.51
a735e6e6-48e4-443f-8ac3-0a28c853a6e7,20,13,12,11,33.15,2.85,1,0.57
66a4fe9f-86dc-45f4-a09a-356e2c47ef46,14,29,11,9,41.39,3.44,1,0.58
508a6166-a583-4815-8745-9e6a2d4f2061,23,1,12,11.5,37.05,1.35,1,0.74
65992ec8-6f4f-47cc-90a5-d604e7c9acc9,21,28,11,34,41.35,2.63,1,0.6
f4c6e4ba-c534-459a-ad47-a41290a50cad,16,30,11,16,40.13,2.79,1,0.62
e1344902-4cf0-41c0-b092-ce15df0cc828,2,30,11,13.5,37.11,5.42,1,0.67
2f82ba36-dc9b-4af3-97f0-fdd09d252db2,10,13,12,8.5,20.38,1.56,1,0.66
6bad53ff-763a-4ed1-b604-eb45cfc83167,1,29,11,26,38.42,1.07,1,0.72
96f92a25-3a87-4deb-8d35-f9e74a9e6902,22,30,11,16.5,40.13,2.98,1,0.6
8f773d14-885f-4a08-a028-59df8949220c,9,28,11,9.5,34.26,2.66,1,0.79
f6d4b998-5945-43b1-9101-99814df159ac,0,16,12,11.5,43.96,3.05,1,0.68
7a6fd039-00e2-4924-bb28-e185e70bc3df,19,14,12,13.5,45.82,1.24,1,0.53
688f0793-8678-4045-b959-5b4ff5aa4510,21,2,12,29.5,52.1,2.17,1,0.95
b7cbb1ae-dc61-4e31-9a6b-a29a38d5a342,9,16,12,22.5,42.34,2.08,1,0.68
5a94fb1e-1edf-4817-bf84-1586f4bd575d,16,15,12,22,51.84,2.66,1,0.8
a6f1953a-f692-42fb-affc-8a90afea0450,12,29,11,20.5,38.35,2.72,1,0.64
832ec07e-6c82-4616-a3c8-8cc68945d10b,8,27,11,16.5,44.29,1.97,1,0.92
6380bdf4-46a6-4835-9653-40a1230402f3,8,13,12,15,18.97,1.34,1,0.65
5d81e840-62a8-480b-8e03-10c169f06ece,8,17,12,30,37.83,2,1,0.91
46507f57-1b27-4494-98b4-c07c481d864d,19,13,12,10.5,32.85,3.16,1,0.56
a7903e19-6c93-452c-9ed8-de14ba3cf86d,2,29,11,13.5,37.92,1.31,1,0.71
5275ce69-d319-48ec-8855-e91b8d164871,13,26,11,3.5,41.43,1.26,1,0.92
5adbe242-e766-407f-b7d7-0520aaf1569c,1,27,11,8,43.61,1.61,1,0.94
445a43d4-0e34-4d72-87e3-497b433d0eac,18,16,12,32.5,42.82,2.37,1,0.77
29822723-c524-4694-b7b0-3796620fd8a1,3,16,12,7.5,40.68,1.07,1,0.7
46dee056-8bd8-411e-bae9-baefffe146af,6,30,11,25,31.74,3.07,1,0.81
ce411f7d-ae28-4bdd-9b48-0b5abb1814e7,20,28,11,20.5,41.91,4.48,1,0.6
4a3222f7-3082-47eb-a919-e9bf09aa7701,14,14,12,29.5,36.08,2.8,1,0.7
7fa7b93b-055f-43c6-979f-9549f1e18617,19,13,12,3,32.85,3.04,1,0.56
aac2cfbc-bb8f-4149-9c3a-65ba95e50c02,13,29,11,8,40.29,1.22,1,0.6
8e864fac-4558-43bc-a8d7-c7a7d51ec682,4,13,12,11,23.19,1.39,1,0.46
7de71c2b-90f6-4b22-b870-0901da0a2499,9,18,12,15,26.21,1.5,1,0.51
c92ff9f9-1f81-4423-b4d1-246d0717e92f,22,28,11,16.5,40.43,2.83,1,0.64
1a816fb1-5de2-44e6-ad28-41bd2f68abc5,9,1,12,9.5,31.87,2.66,1,0.82
b988e1cf-112c-448d-9561-8779e626f165,21,26,11,26,45.32,2.3,1.75,0.84
81fe2261-04aa-4ace-87b2-a7528a64b9b2,21,27,11,16,42.23,1.34,1,0.7
b9944add-f68a-4982-a0b8-6bdda8265803,8,1,12,7,32.34,1.39,1,0.81
69c5730c-9edf-47df-aedf-afc151c36df0,9,3,12,27.5,48.11,1.25,1,0.94
1807b0eb-bb18-4673-bb72-1c2ebc1eb229,10,28,11,8,34.4,1.56,1,0.78
cef4bd58-f84a-4ed7-bfab-79d7291edee8,19,30,11,9,41.53,2.12,1,0.55
4adca732-bbaa-4124-85a0-783dbc222648,11,28,11,19.5,35.54,1.97,1,0.73
524029b2-027f-4156-9d82-db15eb8127e6,4,14,12,14.5,31.1,1.22,1,0.71
0e9f2e0d-b2a8-4ecb-94ed-577277e7353a,23,16,12,22.5,41.29,3.43,1,0.86
33a82005-0827-4b44-b909-736ebcfa773f,11,18,12,26,24.71,2.41,1,0.51
1bd13264-c368-401e-9db8-0a45716ddf7e,4,16,12,8.5,40.7,1.82,1,0.69
834dfdc2-70b8-442c-af55-d4e881b74bb0,11,26,11,6.5,41.22,0.72,1,0.91
ebe1dd9a-d3eb-4bdd-b8ad-f386755dfd77,18,28,11,16.5,40.92,0.75,1,0.64
0d0aefe7-16da-4eec-8f08-32223b706d5f,20,30,11,7.5,40.86,1.21,1,0.58
a0bd71dd-db4b-413a-836c-f5286293e05d,0,27,11,12,44.52,1.64,1,0.91
020d8bb2-8160-4a44-8883-d4d54096d73e,22,27,11,10.5,40.88,0.62,1,0.68
83f9bf03-1feb-4384-905d-b00e4d252d4f,21,27,11,31.5,42.23,2.67,1,0.7
ae9fdc52-5ffd-429a-be96-a12f3f0f3caf,7,27,11,9,43.29,1.5,1,0.9
05a4ee9f-da4e-45bf-9647-2616e8654519,2,17,12,10,40.39,3.45,1,0.91
546d190e-e69a-4da1-a81d-27aeb4d0c55e,20,28,11,9,41.91,2.3,1,0.6
481faf95-dbca-4e69-a078-8f9903c842e1,9,16,12,13.5,42.34,2.62,1,0.68
fd74d5ba-bd8f-49cc-807f-091deefc9660,19,28,11,16,41.47,0.56,1,0.63
b720fcda-1720-43f3-8692-c4efe1e98cf1,12,28,11,30,36.53,2.36,1,0.71
eee2433e-3e6b-4945-a8f2-644a46d459bb,19,29,11,8,43.49,1.5,1,0.52
59a1c90d-737c-41e8-963d-b0a17c445da1,18,26,11,26,45.46,4.58,1,0.86
937b97ee-f886-4a52-871a-b58f8f2763e8,2,14,12,7,31.54,3.06,1,0.67
bcf352ff-67a9-4f81-9d1a-12ee6233f12a,10,26,11,34,41.4,4.75,1,0.92
284d190a-3c7e-4773-8e17-9c1a5c8a2fbd,2,14,12,16,31.54,0.61,1,0.67
3c4fb7a5-d65d-4ad0-bfba-5ad4a86f04bb,1,3,12,9.5,47.93,3.15,1,0.95
ce978fd0-f671-4637-aeda-bbc4d57a7e4f,11,28,11,7.5,35.54,1.25,1,0.73
17e4f0ce-7867-4154-b1ed-02d2e77cd8fa,3,2,12,10,37.11,2.33,1,0.84
763ad3e8-e845-45ab-bebb-139f0dceb7d9,2,1,12,5,36.89,2.11,1,0.71
dfe7a68c-a1ef-49a8-93d1-fd1eb3fbd05b,11,17,12,17.5,34.87,1.3,1,0.93
6345fbba-fd32-4acf-8d9f-6b5370f0a84b,18,30,11,27.5,41.09,1.5,1,0.57
21f6012a-80ed-41f6-a673-18e3da406925,14,28,11,5,39.02,0.57,1,0.65
a4014cd3-6fbc-452b-8f59-c5ef1d2f0f63,2,29,11,16.5,37.92,1.01,1,0.71
7bb629e2-e362-498a-a2d7-f70870d363fe,6,29,11,11,38.74,2.62,1,0.69
9721760f-00cc-4b2f-af4a-c7e2a30f4218,14,29,11,47.5,41.39,2.44,1.5,0.58
f45e4d3f-04e9-4284-8c20-18ad9c41f6a2,7,14,12,22.5,29.22,2.67,1,0.74
a88ac722-02d4-4cd6-8d5e-956d0fd3b296,17,16,12,23,42.81,3.32,1,0.75
7918965d-f599-49bf-af90-ca9fed12b401,4,16,12,6.5,40.7,1.22,1,0.69
c0547306-d3b9-416c-b668-d2316949bc48,8,27,11,18.5,44.29,3.22,1,0.92
c0e57d09-2c4c-4c1d-840b-17c7ac3fef59,23,17,12,22.5,38.96,4.53,1,0.7
be5a74b9-affd-4e68-bb96-ded2d322ba7e,23,27,11,32.5,40.38,3.22,1,0.71
c215527f-3eac-4311-87d1-9de69c80d4c3,18,30,11,8.5,41.09,2.58,1,0.57
6cf773eb-5930-415a-9f8e-7da5f1f85434,8,29,11,27.5,38.61,3.3,1,0.68
af563b04-38b5-485a-8bf4-4d2907a39b66,3,14,12,8.5,31.57,1.46,1,0.69
befdceb1-d021-42ae-9719-e3f42dc684ef,3,14,12,9,31.57,2.57,1,0.69
ca941d7c-98d6-4702-8d3b-4925cb5640f8,13,27,11,10.5,44.94,3.37,1,0.94
ce71615f-e412-401b-9054-dffdbff9900a,8,18,12,28.5,29.36,2.14,1,0.54
4c30824a-6762-4282-9906-5f93b25a3136,15,1,12,7,39.33,0.72,1,0.62
57d61089-e18b-498b-8543-a0a773159ce5,1,29,11,34,38.42,5.26,1,0.72
aa4057d2-6a41-49fc-ac50-c0b5a7491b60,21,30,11,26,40.33,1.67,1,0.6
4895a394-f7bc-4c39-854e-7e85936bc116,17,14,12,9,44.89,3.23,1,0.54
eb701470-b042-45d8-a6b4-60158fc16caa,13,17,12,27.5,35.19,2.83,1,0.89
5c7c7d0f-a2bc-4834-a53d-b958c3d1db72,21,1,12,9.5,40.2,2.32,1,0.65
322e3d5f-43b5-4a0a-beae-3ff2813d7680,4,13,12,16,23.19,2.8,1,0.46
d5e5acb6-1fcd-4183-89dc-602de847a4cf,0,29,11,32.5,39.41,3.1,1,0.69
60d8b2bd-9f09-4277-88c5-20954b85d6de,17,14,12,9,44.89,0.56,1,0.54
c493bd7f-31e3-4ac6-8e60-4065becfbdc2,10,17,12,15.5,35.45,7.46,1,0.94
6b1012f8-a6af-43ba-b2ae-41ab5562f285,15,2,12,8.5,45.4,1.58,1,0.92
1080b514-2369-4794-9bac-7fce8b9840e8,20,2,12,8.5,49.7,1.61,1,0.96
1743c418-8c5a-4e03-a728-32bf7b8e2cae,7,1,12,7,34.37,3.34,1,0.78
8e06f103-ff39-4aad-945a-154530460661,1,29,11,18.5,38.42,7.46,1,0.72
012c0096-e6e6-48b6-a961-353464f77b6b,2,4,12,8.5,45.12,1.16,1,0.63
cfbba39b-310c-4ff0-baf1-345d8bb9b881,3,27,11,8.5,43.73,2.12,1,0.89
9f7acb52-8296-4863-8ae9-c00e6a3c0fb3,22,28,11,27.5,40.43,1.05,1,0.64
e23ac74e-12f0-4d00-9fbf-5dd617149e71,21,1,12,21.5,40.2,2.84,1,0.65
96f610bf-af53-4356-b29d-9909036f57a1,17,29,11,16.5,43.91,0.54,1,0.5
596a2325-9edc-4c8d-a59b-a0d47d45edae,17,26,11,7,45.83,2.34,1,0.88
1a3d4962-264c-4ac6-9835-e8f7a9026a11,15,28,11,22.5,41.24,3.06,1,0.6
1227d4a0-6f2c-430c-a748-8c5308b08e15,7,14,12,23,29.22,4.48,1,0.74
a48e014b-ddd9-48d1-b134-c5f870760c26,22,1,12,9,37.93,2.51,1,0.71
b346bbf0-bf1a-4e5a-8b41-37606ab6a5d8,12,28,11,16.5,36.53,3.16,1,0.71
8f632b75-ec21-4e08-95e8-33b67b331db7,16,27,11,7,41,1,1,0.83
bd6e040b-eaf4-445d-9c90-6eda653509c8,15,27,11,30,40.49,4.63,1,0.89
b1271ada-3d2c-4262-8196-5d2fc9e1f1c1,2,29,11,27.5,37.92,2.14,1,0.71
6249fe40-6228-4418-b4ac-085ebd6915de,3,15,12,28,42.85,4.55,1,0.92
e806f14f-512e-4ff7-93ec-cbe662a268e9,14,28,11,7,39.02,1.08,1,0.65
e2b77e48-d25f-46e8-9012-cf865e10a89f,17,29,11,38,43.91,3.24,1,0.5
118e763b-c869-4cdf-9eaa-dd910f371c6c,12,14,12,30,27.93,2.38,1,0.81
5829b5d3-1bc8-4e45-8b36-608f1ba69f5c,12,30,11,5,29.39,1.54,1,0.85
55a56f6d-81c5-48eb-85f9-005c804370e4,0,29,11,16,39.41,1.41,1,0.69
59f81a29-e41f-41c1-aa4a-a51b379110c1,7,3,12,14,47.27,2.12,1,0.95
53383e74-8802-4078-85a4-8faac29ac561,17,28,11,10,40.77,4.48,1,0.63
36b2e859-29ae-43c2-9f25-6aa6d696ddea,14,26,11,15,43.51,1.16,1,0.93
dcaaa61a-c4ac-4b17-a514-238ac893eb30,12,26,11,9,41.3,0.56,1,0.93
adb0fe94-48f2-43ad-8ade-ea0f07f4693c,7,2,12,10,38.41,3.05,1,0.85
f3c12814-e8da-4108-a0d9-f95de82ed7f1,23,17,12,13.5,38.96,1.12,1,0.7
7079f563-1761-4dda-8fca-6315d420e52c,4,27,11,30,43.38,1.74,1,0.89
adac5cd9-617e-4090-86c8-8430db9b7d66,22,3,12,15,49.11,1.41,1,0.51
205391c8-7e90-4850-8273-bdaf44ad9fe5,6,17,12,38.5,39.19,2.41,1.25,0.91
e8112238-f09c-4e57-a073-62afbeff839f,3,29,11,11.5,37.44,1.43,1,0.7
702ac8dd-72ab-4c7b-b096-1213db903ad4,21,15,12,13.5,49.65,1.3,1,0.63
bdc74283-7bc8-4612-9464-f35071f6dfc4,5,4,12,22.5,41.47,2.2,1,0.64
ea827dcb-cc7c-408a-af9c-7fc2b953b4cf,9,27,11,7,44.88,2.47,1,0.93
55767c70-1648-40f5-832b-a905d422a377,15,14,12,9,40.9,1.41,1,0.64
10949ce2-7480-4902-8230-a4ff278a07ae,20,14,12,11.5,45.35,1.1,1,0.57
2275ef3c-ad1a-4810-bf55-8dab5bfd0ba3,21,14,12,33,42.91,3.07,1,0.66
bcf0fb51-3ccc-4d93-b419-72cbf40284eb,2,29,11,12.5,37.92,2.72,1,0.71
2448efc8-cf36-4927-b6fb-96bc7e703f61,12,14,12,14,27.93,1.56,1,0.81
7f6bf20d-835c-4f4e-9b72-666104d1864c,14,15,12,7.5,47.95,1.34,1,0.88
c495eac9-0ff3-470c-9858-6d86c05ec7a6,11,28,11,21.5,35.54,2.35,1,0.73
39254a99-9e76-4f22-bd39-e8b1317f0898,14,1,12,22.5,36.99,2.03,1,0.68
6f3f4f4b-7a83-42aa-9e74-8ac76326094b,5,1,12,15,34.62,1,1,0.77
5b0b3a88-c21b-4c5e-93ca-dd09ae7aa097,12,28,11,10.5,36.53,0.44,1,0.71
20ff53b6-5977-4653-b847-f427634d990b,1,15,12,32.5,41.77,3.22,1,0.87
1624ffa4-4398-420b-93c3-fba3a9cc0ecf,11,28,11,16,35.54,0.56,1,0.73
cb1dc8be-e17a-408a-9c99-44209afb0b2b,10,18,12,13.5,25.21,1.23,1,0.52
c0d39700-40df-40dc-950d-da716d922a57,10,27,11,5,45.45,2.92,1,0.93
2ea5cef7-a0c4-4b09-b191-26bf26f2f0a9,5,4,12,34,41.47,3.07,1,0.64
2877db8d-0e51-47c2-9d39-48bced50c7f2,16,27,11,11.5,41,4.48,1,0.83
7ef29ba6-6703-4d17-87d7-fc89d8b645ef,7,3,12,7.5,47.27,1.22,1,0.95
e361b8f0-7a8b-4a6e-b0cf-5edea63d055c,4,27,11,14,43.38,0.39,1,0.89
fe89b81c-a007-4727-86f0-dd4b419f3916,23,3,12,32.5,47.25,2.25,1.5,0.57
97eef643-f1dd-4162-97b3-5d9af0d0d167,23,2,12,22.5,48.83,2.3,1,0.96
29b3ac6b-0ff5-49fa-80cb-5e22042f6180,20,27,11,26,43.02,1.21,1,0.69
0c241ce6-5a94-405c-ab8a-8ca171916dde,9,29,11,3,37.79,1.47,1,0.67
dbc334ec-ef0a-4571-accf-cc9c8e7a0ac3,22,26,11,27.5,44.93,1.16,1,0.88
dc03b6d8-ef07-43f0-a2d5-daefd29bd740,9,3,12,27,48.11,3.08,1,0.94
a134a2d4-b5b0-4932-81e2-2326efc5a61c,11,17,12,26,34.87,1.22,1,0.93
8d67b8b4-03c2-4b3d-833b-23514758c162,5,2,12,11.5,38.19,1.89,1,0.83
c7113252-2363-4bdc-9a9f-f3179077ad67,22,1,12,13.5,37.93,2.15,1,0.71
5383205a-ed73-4977-b464-7d5ef3361b38,19,26,11,45.5,45.07,1.72,1.75,0.85
774a881c-451d-4ccb-b385-1b37c4674ea9,7,2,12,34,38.41,2.67,1,0.85
d7394720-3c5c-4090-a86d-ec1cf3d11459,15,27,11,16.5,40.49,2.5,1,0.89
3d8c4256-42cd-4c95-80d1-4d54f3a3157b,4,30,11,31.5,34.38,2.98,1,0.73
2f5eb839-cdd7-4782-be9a-f25dc779cc34,22,26,11,18,44.93,2.98,1,0.88
a955083b-3d4c-40e5-b765-d8c5d58702ed,10,15,12,28,46.59,2.48,1,0.88
d538c5d9-3a22-40aa-b0b2-c62bda19bf50,19,27,11,7,42.95,2.38,1,0.72
cd10c726-b63f-4aaa-b22d-8beabca2d595,21,27,11,27.5,42.23,1.41,1,0.7
b86af9ff-0564-4424-aa51-6780b90eab48,11,28,11,10.5,35.54,1.47,1,0.73
40cfc7c1-94b4-4ea2-886b-fd3bf3acfe43,7,30,11,30,30.42,2.08,1,0.85
c9baffb8-7b9b-4c52-8b02-2b49cb62884a,12,13,12,18.5,20.01,1.76,1,0.65
5cf6a5bc-ccca-471a-b20d-146dd944ef94,9,17,12,34,35.84,2.98,1,0.94
ec323030-9e1c-431c-ad31-58d7e1e93375,7,3,12,32.5,47.27,4.48,1,0.95
d937edeb-f60a-465e-9a29-c6bd9f1973f4,14,14,12,5.5,36.08,0.56,1,0.7
cfb67545-5699-42fd-976c-4a4432ff0623,10,14,12,32.5,27.71,2.86,1,0.79
d9084d9c-2256-4f41-b075-bbb5a91c26df,11,26,11,13.5,41.22,2.85,1,0.91
01e7ab53-e4b1-4e47-8d26-dbb93553fa97,20,15,12,31.5,51.15,2.58,1,0.62
932a49cd-c868-4e70-ae52-db908c6c2466,15,18,12,19.5,27.41,2.98,1.25,0.46
359b8cc5-4f54-432c-8114-79874a0a9162,13,18,12,27,24.61,0.56,1,0.51
b6cdbcdc-9153-4982-b6ca-a2193f6ba805,20,17,12,19.5,40.4,3,1,0.72
76cbd20e-5165-426e-94e1-6cc6eb94bad7,0,29,11,5,39.41,1.23,1,0.69
7dca0d00-1ed3-4353-9a76-fb2ffe491654,10,13,12,15,20.38,1.57,1,0.66
82b45741-45de-42dd-ab49-9ce64d0def41,6,30,11,8.5,31.74,1.34,1,0.81
f9787092-0b24-434f-a035-a4469bf2ce25,13,29,11,16.5,40.29,2.01,1,0.6
6dd694ee-f140-43b9-a83b-a18f7eba3cdc,2,15,12,7,42.27,0.73,1,0.89
c398b5b1-8d4d-4556-98cb-fa63e08e55ff,15,27,11,26,40.49,1.26,1,0.89
0fe68b90-e5d7-4f74-ac17-ff4137641146,16,15,12,8.5,51.84,1.89,1,0.8
eb3ff2de-3041-4bc4-9d58-030f1528836f,7,1,12,38.5,34.37,3.05,1,0.78
075eec17-f118-4f4f-93c3-6f0fdb455e6c,1,1,12,9,37.75,1.74,1,0.66
95c20b22-4f10-45f2-a24a-8c63c55a80ff,18,3,12,5,54.62,5.41,1,0.51
ee076e87-7fbe-43b7-9d0d-defeeeedec72,3,2,12,9,37.11,2.89,1,0.84
ad17eb73-03b7-48c9-abad-9ec78c9b0544,8,14,12,16.5,28.2,0.66,1,0.79
411a230b-15ae-4e62-9cb7-e609b75f68a6,7,14,12,15.5,29.22,0.62,1,0.74
d1c5a3f6-990d-4186-8753-de9850acf837,11,14,12,16.5,27.83,2.45,1,0.8
28551bf4-8fbb-438d-9d51-59de63b1e163,6,16,12,14.5,40.36,2.48,1,0.69
60c214ba-a0df-473d-9494-ebc01f115cf2,21,14,12,10,42.91,2.72,1,0.66
4a51e07b-cb13-4314-8b72-c1d485b2c7e0,2,16,12,9.5,40.87,3.04,1,0.7
dc187df5-4816-4631-8876-e85cf4d3ebb0,18,1,12,13.5,43.64,0.99,1,0.54
11e83198-4c7a-4826-8e10-8d8f338672ea,15,16,12,10.5,42.25,2.46,1,0.74
845263f3-a2e9-42c9-8c4b-be3fab48b9c8,23,15,12,16,46.15,0.91,1,0.65
15525e92-055f-41b4-958b-59aae3498999,16,1,12,24,40.01,3.15,1,0.61
9bc4bc1d-d5d5-4d37-99e0-b667f11f45c9,9,16,12,7.5,42.34,0.98,1,0.68
1070f8bb-b0a9-4764-a30b-2a6a9f70b23d,2,30,11,9,37.11,2.4,1,0.67
e32ef848-a170-44ab-bf95-4c5a5d375908,13,17,12,7,35.19,2.53,1,0.89
b6b77eff-e468-4541-bb7c-45a89606041a,23,9,12,19.5,30.26,3.22,1,0.58
d47e3c16-ef71-4a3f-99f7-9a14cd76e056,22,28,11,27,40.43,5.56,1,0.64
7769bd00-d403-44f6-84a3-0f5b8acd5bee,16,17,12,23,37.62,2.2,1,0.88
002ef758-f03f-4917-8e12-25483e72ccc2,7,2,12,22.5,38.41,2.41,1,0.85
1a723bda-4b7f-4f8c-bae2-34151f40a63c,8,1,12,31,32.34,3.1,1,0.81
80b951df-e114-4d35-a9e7-be15f59365cd,14,28,11,9.5,39.02,2.79,1,0.65
322d5333-e8a9-427c-a5c4-0eef8139af2a,11,16,12,7,40.13,2.36,1,0.74
5a385d4b-bcb5-4bd4-a9b9-0e43440c4fc9,3,17,12,16.5,40.45,2.56,1,0.91
b8ca56fe-33fa-4389-b0e6-12d33ff1b301,19,30,11,16.5,41.53,1.04,1,0.55
ea1a3f31-90f9-4ec7-9042-7eb29fc56fad,6,16,12,9,40.36,2.66,1,0.69
d7c8c9ec-8318-4ed1-b3be-eac43831625d,6,2,12,27.5,37.96,1.86,1,0.84
5b5894d9-27e6-4879-8261-6efd5619f32a,19,17,12,14,40.78,1.23,1,0.69
6daf7967-1282-4ee7-a83c-c98bd29482b4,11,30,11,19.5,29.09,1.46,1,0.86
c2845ed2-fb69-4cca-a700-5fd1aad904b3,8,15,12,26,46.81,1.5,1,0.89
307cebfc-95bd-4cfc-a0c8-e28b214be3df,8,27,11,11.5,44.29,1.34,1,0.92
684febea-0f3e-4d02-b29c-6b6265ddba11,6,15,12,7,45.84,1.5,1,0.92
0f0b1ac0-1bbf-47a3-82a4-5f57c31183fe,0,30,11,14,38.6,2.27,1,0.62
8d475a87-3e6b-4c4c-af48-a43b9e32051c,14,14,12,55,36.08,3.25,1.5,0.7
d1264127-279c-4f91-b85c-bc607f0a9a88,8,14,12,25,28.2,2.62,1,0.79
1e1b4dd8-9a68-46ad-8e1d-1d3e2d7226ec,19,16,12,19.5,43.06,3.46,1,0.71
6d7e2365-a9e2-404f-addd-0870a3249e45,22,3,12,9,49.11,0.46,1,0.51
d348ac43-4386-4184-ab8b-42b61fd83b6f,9,15,12,25,46.62,1.5,1,0.88
c8877662-6a55-4c63-af40-cd0ff91ba986,12,17,12,11,35.01,2.26,1,0.92
cdecdd4f-61db-45a0-89c2-f81a298dc0c9,15,17,12,18.5,36.87,1.91,1,0.87
0335aefa-8fd4-42f5-aead-a2f0dee6d1b2,3,3,12,3,48.12,0.61,1,0.95
cb6c084d-b3ee-40a1-aa49-2b26362ce5b6,3,16,12,13.5,40.68,1.61,1,0.7
ae656a98-fed0-4abd-8e36-5d14bc2cf183,4,13,12,7,23.19,3.15,1,0.46
509cf400-b902-46bc-9c9f-840bab042800,18,1,12,11.5,43.64,2.8,1,0.54
2dd1b30e-1bc2-4db7-b649-d92412bcdba5,21,17,12,5,40.47,1.08,1,0.71
896b7e4f-2deb-4ba8-96d6-e775b1c9b35a,0,29,11,16.5,39.41,3.34,1,0.69
b9926623-251b-4699-9f42-16d027cf287b,21,2,12,10.5,52.1,0.63,1,0.95
cabb4073-2473-4803-b6e1-d98797c9acf3,5,27,11,7,43.57,3.17,1,0.91
feeb6a52-4e94-49f4-987e-2efe390064a8,10,30,11,26.5,29.68,3.4,1,0.85
14dbc901-1c86-4924-b2e5-ea86d157606e,0,3,12,13.5,48.45,2.32,1,0.95
3de5e240-f68e-43cb-a499-c890246f516f,12,15,12,27.5,47.21,0.72,1,0.88
f6542d13-2c11-46fd-b8cf-eae24d25e667,12,28,11,7.5,36.53,0.98,1,0.71
0677127d-16b6-4b72-874b-86807876625a,20,30,11,16.5,40.86,2.46,1,0.58
a95aaf69-268a-4288-882e-a7aab3657ada,18,30,11,10.5,41.09,2.66,1,0.57
9172c7c7-185c-4936-8956-cc4c75a352f0,11,29,11,7,37.4,1.08,1,0.67
028b26c1-a2eb-4cdf-873f-70aeb8cbc1e0,7,16,12,13.5,40.19,2.09,1,0.69
90542fc8-3b6b-44bd-b18d-dda8d0fca339,13,27,11,11,44.94,1.48,1,0.94
19f6032f-13cb-41cd-84f9-93f6d9a95f71,4,29,11,17.5,38.18,3.04,1,0.7
1e029c75-2bad-46fa-afa1-a1a0471dfc89,22,28,11,28.5,40.43,2.21,1,0.64
ee2e03e3-998a-4385-8244-d06b5b0b3bdd,3,3,12,8,48.12,1.08,1,0.95
cb7f3543-7f95-4042-a20b-971d1d38acb4,23,16,12,38,41.29,4.64,3,0.86
674179ef-68ba-4f48-bbf7-e591dfd2c519,7,13,12,10.5,18.91,2.61,1,0.59
6dc95972-4d63-4922-b2bf-c7a94ba3b15a,8,13,12,16,18.97,2.32,1,0.65
f7d86e59-bed2-483d-bcc4-421b2e612bdc,19,26,11,27,45.07,3.4,1,0.85
14d4531d-ce1e-4e49-9d63-ec6c7d2f9d00,13,15,12,22.5,47.56,2.66,1,0.9
67e6cc23-553e-45db-9d65-5d8ae27c1fc0,2,27,11,21,43.58,1.97,1,0.94
d4134595-3738-4514-b09a-7b961e59c693,1,14,12,26,30.64,1.01,1,0.65
c3f0d39b-da4a-476e-80f6-d1f3b04c5b19,5,17,12,9,39.27,1.81,1,0.9
d50139ef-9ae5-45bf-b468-1218adb6fd92,15,27,11,27.5,40.49,7.46,1,0.89
84f800ec-5097-431f-8c3d-696e15aeb26d,18,28,11,10.5,40.92,2.82,1,0.64
4dc27437-f153-47ed-9573-0ab5cbc9f7c5,17,3,12,6.5,54.59,1.16,1,0.63
79276fa6-aa49-43ea-bbbf-f8cc2f6c4683,17,26,11,17,45.83,3.04,1,0.88
478da938-029c-4c20-aa50-a9c8c5e25e04,8,1,12,38.5,32.34,1.7,1.25,0.81
8e75a67c-dd0a-46ea-9943-2c23f1224d1b,14,27,11,16,42.01,1.18,1,0.91
d25acfc9-4575-4712-8af5-35cdf9a8ea95,3,27,11,16.5,43.73,1.8,1,0.89
dd2af22e-0d76-4495-8ce5-7e2b123b0ddb,13,28,11,9,35.98,3.23,1,0.7
1f198504-e577-4e88-920e-b6556009aed6,19,18,12,9.5,32.34,2.32,1,0.38
461d9e1b-0eae-4db9-8bf5-6fc3c340d407,21,27,11,32.5,42.23,2.87,1,0.7
